Jason Peters,12862500,LT
Joe Thomas,11500000,LT
Ryan Clady,10500000,LT
Trent Williams,10000000,LT
D'Brickashaw Ferguson,10000000,LT
Branden Albert,9828000,LT
Andrew Whitworth,9762500,LT
Duane Brown,8900000,LT
Jake Long,8500000,LT
Russell Okung,8083333,LT
William Beatty,7500000,LT
Joe Staley,7441667,LT
Jermon Bushrod,7193000,LT
Michael Roos,7166667,LT
Donald Penn,6950000,LT
Sam Baker,6850000,LT
Levi Brown,6000000,LT
Eric Fisher,5547625,LT
Jordan Gross,5500000,LT
Luke Joeckel,5300400,LT
Eugene Monroe,5250000,LT
Matt Kalil,4942650,LT
Bryant McKinnie,3250000,LT
Tyron Smith,3124025,LT
Michael Oher,2699000,LT
Paul McQuistan,2500000,LT
Nate Solder,2135123,LT
Anthony Castonzo,2000274,LT
Riley Reiff,1998425,LT
King Dunlap,1850000,LT
Michael Otto,1600000,LT
Anthony Collins,1575000,LT
Cordy Glenn,1216295,LT
Benjamin Ijalana,1011374,LT
Will Svitek,1000000,LT
Mike Adams,885913,LT
Jared Veldheer,882000,LT
Winston Justice,840000,LT
Charles Brown,775000,LT
Terron Armstead,716859,LT
Jonathan Scott,715000,LT
Rashad Butler,715000,LT
David Bakhtiari,653850,LT
Chris Hairston,613977,LT
Willie Smith,600000,LT
Oday Aboushi,589750,LT
David Quessenberry,568363,LT
Nate Potter,539856,LT
Kelvin Beachum,536474,LT
Mark Asper,525000,LT
Marvin Booker,498333,LT
Chris Faulk,498333,LT
Martin Wallace,497000,LT
Alvin Bailey,497000,LT
Ryan Schraeder,495667,LT
Terren Jones,495000,LT
Bradley Sowell,483333,LT
Mike Harris,481167,LT
Darrion Weems,480000,LT
Tom Compton,480000,LT
Byron Bell,469667,LT
Will Yeatman,467333,LT
Joe Long,450000,LT
Kenny Wiggins,450000,LT
Mike Remmers,450000,LT
Xavier Nixon,450000,LT
Bryce Harris,435000,LT
