Brodrick Bunkley,"$5,000,000",NO,DT
Frostee Rucker,"$4,100,000",CLE,DT
C.J. Mosley,"$2,475,000",JAC,DT
Fred Evans,"$1,075,000",MIN,DT
Gary Gibson,"$1,000,000",TB,DT
Brandon McKinney,"$1,000,000",IND,DT
Pat Sims,"$1,440,000",CIN,DT
Amobi Okoye,"$1,300,000",TB,DT
Derek Landri,"$1,100,000",PHI,DT
Terrell McClain,"$510,000",HOU,DT
Justin Bannan,"$1,000,000",DEN,DT
Rocky Bernard,"$925,000",NYG,DT
Vonnie Holliday,"$925,000",ARI,DT
Shaun Rogers,"$925,000",NO,DT
Aubrayo Franklin,"$890,000",SD,DT
Maake Kemoeatu,"$825,000",BAL,DT
Kedric Golston,"$790,000",WAS,DT
Andre Fluellen,"$765,000",DET,DT
Remi Ayodele,"$700,000",NO,DT
Trevor Laws,"$700,000",STL,DT
Marcus Harrison,"$623,120",NE,DT
Ryan Baker,"$617,500",MIA,DT
DeMario Pressley,"$540,000",CHI,DT
Daniel Muir,"$381,176",NYJ,DT
Shaun Smith,-,KC,DT
Paul Soliai,0,TBD,DT
Kelly Gregg,0,TBD,DT
Fred Robbins,0,TBD,DT
John Henderson,0,TBD,DT
Mike Wright,0,TBD,DT
Marcus Stroud,0,TBD,DT
Albert Haynesworth,0,TBD,DT
Travis LaBoy,0,TBD,DT
Eric Foster,0,TBD,DT
Brian Price,0,TBD,DT
Marcus Thomas,0,TBD,DT
Howard Green,0,TBD,DT
Tommie Harris,0,TBD,DT
Anthony Bryant,0,TBD,DT
Darrion Scott,0,TBD,DT
Darell Scott,0,TBD,DT
Victor Adeyanju,0,TBD,DT
Landon Cohen,0,TBD,DT
Lamar Divens,0,TBD,DT
Jason Shirley,0,TBD,DT
Ogemdi Nwaguo,0,TBD,DT
Frank Okam,0,TBD,DT
John McCargo,0,TBD,DT
Jimmy Kennedy,0,TBD,DT
Nick Hayden,0,TBD,DT
Zach Clayton,0,TBD,DT
Isaako Aaitui,0,TBD,DT
Ricky Lumpkin,0,TBD,DT
Mitch King,-,-1,DT
Ra'Shon Harris,0,TBD,DT
Teryl White,0,TBD,DT
Chase Baker,0,TBD,DT
Cornell Banks,0,TBD,DT
Scott Smith,-,-1,DT
Aston Whiteside,0,TBD,DT
Vaughn Meatoga,0,TBD,DT
Odrick Ray,0,TBD,DT
John Henderson,0,TBD,DT
Dwayne Hendricks,0,TBD,DT
Jordan Miller,0,TBD,DT
Micanor Regis,0,TBD,DT
Alameda Ta'amu,0,TBD,DT
Terrance Moore,0,TBD,DT
Rennie Moore,0,TBD,DT
Aaron Lavarias,0,TBD,DT
Tracy Robertson,0,TBD,DT
Everrette Thompson,0,TBD,DT
Marlon Favorite,0,TBD,DT
Raheem Brock,0,TBD,DT
Jordan Nix,0,TBD,DT
Travis Ivey,0,TBD,DT
Eddie Brown,0,TBD,DT
Xavier Brown,0,TBD,DT
Damione Lewis,0,TBD,DT
Kiante Tripp,0,TBD,DT
Marcus Forston,0,TBD,DT
Trey Lewis,0,TBD,DT
Nick Jean-Baptiste,0,TBD,DT
Jay Ross,0,TBD,DT
Ollie Ogbu,0,TBD,DT
Patrick Butrym,0,TBD,DT
Delvin Johnson,-,-1,DT
Brian Schaefering,0,TBD,DT
Derek Walker,0,TBD,DT
Corey Adams,0,TBD,DT
Craig Marshall,0,TBD,DT
Scott Paxson,0,TBD,DT
Pierre Allen,0,TBD,DT
Chigbo Anunoby,0,TBD,DT
Junior Siavii,0,TBD,DT
Matt Hardison,0,TBD,DT
Edmon McClam,0,TBD,DT
Justin Harrell,0,TBD,DT
