Dawan Landry,"$5,500,000",WAS,S
Danieal Manning,"$5,000,000",HOU,S
Eric Smith,"$2,500,000",NYJ,S
Reed Doughty,"$1,375,000",WAS,S
John Wendling,"$913,333",DET,S
Abram Elam,"$2,500,000",DAL,S
Michael Adams,"$855,000",ARI,S
Deon Grant,"$910,000",NYG,S
Jon McGraw,"$810,000",KC,S
Atari Bigby,"$685,000",SEA,S
Gibril Wilson,-,CIN,S
Darren Sharper,0,TBD,S
Gerald Sensabaugh,0,TBD,S
Michael Lewis,0,TBD,S
Brodney Pool,0,TBD,S
Josh Bullocks,0,TBD,S
Kevin Payne,0,TBD,S
Roy Williams,0,TBD,S
Sean Considine,0,TBD,S
Chinedum Ndukwe,0,TBD,S
Nick Sorensen,0,TBD,S
Anthony Smith,0,TBD,S
Pat Watkins,0,TBD,S
Sabby Piscitelli,0,TBD,S
Marvin White,0,TBD,S
Gerald Alexander,0,TBD,S
C.C. Brown,0,TBD,S
Brandon McGowan,0,TBD,S
Lawyer Milloy,0,TBD,S
Ken Hamlin,0,TBD,S
