Davin Joseph,"$7,571,429",TB,G
Marshal Yanda,"$6,400,000",BAL,G
Daryn Colledge,"$5,500,000",ARI,G
Jeromey Clary,"$5,000,000",SD,G
Jermon Bushrod,"$4,750,000",NO,G
Kyle Kosier,"$2,166,667",DAL,G
Chris Spencer,"$3,000,000",CHI,G
Jason Spitz,"$2,250,000",JAC,G
Dylan Gandy,"$1,642,500",DET,G
Kevin Boothe,"$1,250,000",NYG,G
Floyd Womack,"$1,700,000",ARI,G
Scott Mruczkowski,"$985,000",SD,G
Nate Livings,-,CIN,G
Alan Faneca,0,TBD,G
Reggie Wells,0,TBD,G
Willie Colon,0,TBD,G
Charlie Johnson,0,TBD,G
Taitusi Lutui,0,TBD,G
Evan Mathis,0,TBD,G
Max Jean-Giles,0,TBD,G
Justin Blalock,0,TBD,G
Tony Wragge,0,TBD,G
Mark Setterstrom,0,TBD,G
Guy Whimper,0,TBD,G
Chester Pitts,0,TBD,G
Lennie Friedman,0,TBD,G
