Gosder Cherilus,"$7,000,000",IND,RT
Phillip Loadholt,"$6,250,000",MIN,RT
Andre Smith,"$6,000,000",CIN,RT
Sebastian Vollmer,"$4,187,500",NE,RT
Nate Garner,"$1,625,000",MIA,RT
Tyson Clabo,"$3,500,000",MIA,RT
Eric Winston,"$1,250,000",ARI,RT
Dennis Roland,"$780,000",CIN,RT
Eben Britton,"$715,000",CHI,RT
Troy Kropog,"$630,000",MIN,RT
Demetress Bell,0,TBD,RT
Jeremy Trueblood,0,TBD,RT
Derek Hardman,0,TBD,RT
Daniel Baldridge,0,TBD,RT
Pat McQuistan,0,TBD,RT
Ryan Miller,0,TBD,RT
Marcel Jones,0,TBD,RT
Cory Brandon,0,TBD,RT
Dominic Alford,0,TBD,RT
Zebrie Sanders,0,TBD,RT
Al Netter,0,TBD,RT
Andrew McDonald,0,TBD,RT
David Mims,0,TBD,RT
J.B. Shugarts,0,TBD,RT
Braden Brown,0,TBD,RT
Brandon Keith,0,TBD,RT
Joe Caprioglio,0,TBD,RT
Mike Golic Jr.,0,TBD,RT
Emmett Cleary,0,TBD,RT
Graham Pocic,0,TBD,RT
Paul Cornick,0,TBD,RT
Steven Baker,0,TBD,RT
R.J. Mattes,0,TBD,RT
Michael Bamiro,0,TBD,RT
Sean Hooey,0,TBD,RT
Justin Wells,0,TBD,RT
