Julius Thomas,"$9,200,000",JAC,TE
Charles Clay,"$7,600,000",BUF,TE
Lance Kendricks,"$4,625,000",STL,TE
Jordan Cameron,"$7,500,000",MIA,TE
Owen Daniels,"$4,083,333",DEN,TE
Lee Smith,"$3,116,667",OAK,TE
Scott Chandler,"$2,650,000",NE,TE
Anthony Fasano,"$2,625,000",TEN,TE
Jacob Tamme,"$1,600,000",ATL,TE
Jermaine Gresham,"$3,125,000",ARI,TE
Phillip Supernaw,"$550,000",TEN,TE
Kellen Davis,"$950,000",NYJ,TE
Daniel Fells,"$950,000",NYG,TE
Alex Smith,"$870,000",NO,TE
Dante Rosario,"$870,000",CHI,TE
Robert Housler,"$745,000",CHI,TE
Chase Coffman,"$745,000",SEA,TE
Tony Moeaki,"$745,000",ATL,TE
Kevin Brock,"$585,000",NO,TE
Bear Pascoe,"$585,000",CHI,TE
Richard Gordon,0,DEN,TE
Zach Miller,0,TBD,TE
Richie Brockel,0,TBD,TE
David Ausberry,0,TBD,TE
Taylor Thompson,0,TBD,TE
Michael Palmer,0,TBD,TE
Joseph Fauria,0,TBD,TE
Fendi Onobun,0,TBD,TE
Andre Smith,0,TBD,TE
Brett Brackett,0,TBD,TE
Emil Igwenagu,0,TBD,TE
Kyle Miller,0,TBD,TE
Gabe Miller,0,TBD,TE
Cody Booth,0,TBD,TE
David Paulson,0,TBD,TE
Brad Smelley,0,TBD,TE
Mickey Shuler,0,TBD,TE
Brandon Barden,0,TBD,TE
Matthew Mulligan,0,TBD,TE
Jake Murphy,0,TBD,TE
Chase Dixon,0,TBD,TE
Ryan Otten,0,TBD,TE
Adam Schiltz,0,TBD,TE
Devin Mahina,0,TBD,TE
Ryan Taylor,0,TBD,TE
Jimmay Mundine,0,TBD,TE
Steve Maneri,0,TBD,TE
Taylor Sloat,-,-1,TE
Deon Butler,-,-1,TE
Andrew Gleichert,0,TBD,TE
Mike McNeill,0,TBD,TE
Jon Davis,-,-1,TE
Fred Davis,0,TBD,TE
Eric Frohnapfel,0,TBD,TE
Logan Stokes,-,-1,TE
Emmanuel Ogbuehi,0,TBD,TE
Justin Tukes,-,-1,TE
Earnest Pettway,-,-1,TE
D.J. Williams,0,TBD,TE
John Peters,0,TBD,TE
Ernst Brun Jr.,-,-1,TE
Joe Don Duncan,0,TBD,TE
Michael Egnew,0,TBD,TE
Justin Sinz,0,TBD,TE
Mike McFarland,0,TBD,TE
Jean Sifrin,-,-1,TE
Ted Bolser,0,TBD,TE
Kevin Haplea,0,TBD,TE
Nick Kasa,0,TBD,TE
Clay Burton,0,TBD,TE
