Marcel Reece,3673333,FB
Mike Tolbert,2500000,FB
Anthony Sherman,2333333,FB
Jerome Felton,2300000,FB
Jamize Olawale,2000000,FB
Bruce Miller,1800000,FB
Will Johnson,1542000,FB
Cory Harkey,1542000,FB
Darrel Young,1323333,FB
John Kuhn,920000,FB
David Johnson,850000,FB
Will Tukuafu,820000,FB
Patrick DiMarco,747500,FB
Jalston Fowler,704429,FB
James Develin,660000,FB
Michael Burton,616089,FB
Kyle Juszczyk,615146,FB
Malcolm Johnson,599863,FB
Aaron Ripkowski,596599,FB
Jorvorskie Lane,585000,FB
Tyler Clutts,585000,FB
Jay Prosch,574670,FB
Tommy Bohanon,555562,FB
Collin Mooney,550000,FB
Ryan Hewitt,513333,FB
Zach Line,499333,FB
Derrick Coleman,495000,FB
Nikita Whitlock,480000,FB
Kendall Gaskins,480000,FB
Austin Johnson,465000,FB
Roosevelt Nix,435000,FB
