Jason Witten,7400000,TE
Vernon Davis,7350000,TE
Antonio Gates,7235000,TE
Dallas Clark,6960000,TE
Marcedes Lewis,6800000,TE
Zach Miller,6800000,TE
Heath Miller,6750000,TE
Tony Gonzalez,6325000,TE
Kellen Winslow,6016667,TE
Owen Daniels,5421875,TE
Chris Cooley,5000000,TE
Brent Celek,4875000,TE
Greg Olsen,4560000,TE
Benjamin Watson,4000000,TE
Kevin Boss,4000000,TE
Jeremy Shockey,3812500,TE
Visanthe Shiancoe,3700000,TE
Jim Kleinsasser,3000000,TE
Anthony Fasano,2925333,TE
Daniel Graham,2833333,TE
Evan Moore,2833333,TE
Jermaine Gresham,2819000,TE
Todd Heap,2750000,TE
Brandon Pettigrew,2560000,TE
Robert Royal,2500000,TE
Alge Crumpler,2400000,TE
Tony Scheffler,2356500,TE
Dustin Keller,2350000,TE
Matt Spaeth,1991667,TE
Jeff King,1850000,TE
David Thomas,1833333,TE
Justin Peelle,1750000,TE
Will Heller,1316667,TE
Joel Dreessen,1200000,TE
Scott Chandler,1200000,TE
John Carlson,1130063,TE
Rob Gronkowski,1110000,TE
Lance Kendricks,1056526,TE
Justin Snow,1035571,TE
Bo Scaife,1000000,TE
Ben Hartsock,1000000,TE
Kyle Rudolph,976791,TE
Reggie Kelly,960000,TE
Anthony Becht,910000,TE
Fred Davis,879250,TE
Delanie Walker,875000,TE
Steve Heiden,862500,TE
Kris Wilson,850000,TE
Donald Lee,850000,TE
Billy Bajema,835000,TE
Tony Moeaki,817413,TE
Randy McMichael,810000,TE
Leonard Pope,785000,TE
Robert Housler,748523,TE
Martellus Bennett,741250,TE
Daniel Fells,735000,TE
Andrew Quarless,703856,TE
Dante Rosario,685000,TE
Derek Schouman,685000,TE
Alex Smith,685000,TE
Miguel Chavis,681333,TE
Vaughn Charlton,681000,TE
Richard Quinn,670000,TE
Garrett Mills,640000,TE
Daniel Coats,640000,TE
Jordan Cameron,629350,TE
Luke Stocker,628172,TE
Ed Dickson,625833,TE
Gary Barnidge,622500,TE
Jimmy Graham,613785,TE
Jared Cook,612500,TE
Craig Stevens,600500,TE
Jake O'Connell,595058,TE
Aaron Hernandez,594500,TE
Garrett Graham,592525,TE
Travis Beckum,590750,TE
Jermichael Finley,589500,TE
John Gilmore,575000,TE
Lee Smith,574571,TE
Clay Harbor,560725,TE
Gabe Miller,559625,TE
D.J. Williams,559500,TE
Niles Paul,555413,TE
Shawn Nelson,552500,TE
Anthony Hill,551750,TE
Martin Rucker,544500,TE
Charles Clay,538000,TE
Richard Gordon,536213,TE
Shaun Chapas,531713,TE
Jacob Tamme,531643,TE
Dennis Pitta,528667,TE
Virgil Green,526236,TE
Kory Sperry,525000,TE
Ryan Taylor,524794,TE
David Ausberry,521475,TE
Daniel Hardy,521475,TE
Anthony McCoy,511213,TE
Michael Hoomanawanui,501378,TE
Jim Dray,497250,TE
Brody Eldridge,488200,TE
