Doug Free,8000000,RT
Andre Smith,7000000,RT
Eric Winston,6000000,RT
Anthony Davis,5300000,RT
David Stewart,5269000,RT
David Diehl,5166667,RT
Jeremy Trueblood,5000000,RT
Tyson Clabo,5000000,RT
Tony Pashos,3418333,RT
Gosder Cherilus,3000000,RT
Todd Herremans,2808333,RT
Michael Oher,2699000,RT
Bryan Bulaga,2649000,RT
Zach Strief,1916667,RT
Brandon Keith,1835000,RT
Derek Sherrod,1650501,RT
Khalif Barnes,1500000,RT
Nate Garner,1325000,RT
Tyler Polumbus,1200000,RT
Eben Britton,1145000,RT
Phillip Loadholt,856250,RT
Marcus Gilbert,806854,RT
Sebastian Vollmer,776250,RT
Ryan Harris,735000,RT
Marshall Newhouse,695713,RT
Allen Barbre,670000,RT
Mike Johnson,645554,RT
Joe Barksdale,644950,RT
Bruce Campbell,615625,RT
Thomas Welch,540000,RT
Troy Kropog,538625,RT
Byron Stingily,537625,RT
Derek Newton,525064,RT
Michael Person,521475,RT
Jason Fox,515333,RT
Sam Young,512625,RT
Garrett Reynolds,482650,RT
Corey Hilliard,480000,RT
J'Marcus Webb,476403,RT
Breno Giacomini,471041,RT
Cameron Bradfield,466667,RT
Demar Dotson,450000,RT
Derek Hardman,447500,RT
Demetress Bell,440400,RT
Chris Clark,362500,RT
